Identifier,Title,Start date,End date,Number of deaths
IBD027326,"Man vs Relative, Enugu",2023-06-08,2023-06-08,1
IBD027384,"Corps Found, Rivers",2023-06-08,2023-06-08,1
IBD027371,"Teenager vs Friend, Ekiti",2023-06-08,2023-06-08,1
IBD027276,"Task Force vs Tricyclist, Rivers",2023-06-08,2023-06-08,1
IBD027283,"Auto Crash, Delta",2023-06-08,2023-06-08,1
IBD028308,"Domestic Violence, Enugu",2023-06-08,2023-06-08,1
IBD027273,"Domestic Violence, Kogi",2023-06-07,2023-06-07,1
IBD027315,"Man Killed, Yobe",2023-06-07,2023-06-07,1
IBD027277,"Kidnappers vs Priest, Edo",2023-06-07,2023-06-07,1
IBD027268,"Ritual Killing, Anambra",2023-06-07,2023-06-07,2
IBD027272,"Bandits vs Trader, Abia",2023-06-07,2023-06-07,1
IBD027278,"Police vs Cultists, Rivers",2023-06-07,2023-06-07,3
IBD027294,"Gunmen vs Businessman, Enugu",2023-06-07,2023-06-07,1
IBD027279,"Vigilante vs Man, Rivers",2023-06-07,2023-06-07,1
IBD027274,"Security Operatives vs Kidnapper, Ondo",2023-06-07,2023-06-07,1
IBD027267,"Auto Crash, Kano",2023-06-06,2023-06-06,1
IBD027270,"Building Collapse, Kano",2023-06-06,2023-06-06,1
IBD027275,"Flood Incident, Anambra",2023-06-06,2023-06-06,1
IBD027328,"Assailants vs Girl, Niger",2023-06-06,2023-06-06,1
IBD027256,"Land Dispute, Ebonyi",2023-06-06,2023-06-06,2
IBD027271,"Mob vs Motorcycle Thief, Benue",2023-06-06,2023-06-06,2
IBD027266,"Army vs Bandits, Zamafara",2023-06-06,2023-06-06,4
IBD027257,"Gunmen vs Professor, Oyo",2023-06-05,2023-06-05,1
IBD027248,"Soldiers Killed 1, Plateau",2023-06-05,2023-06-05,1
IBD027258,"Terrorists vs Vigilante, Katsina",2023-06-05,2023-06-05,1
IBD027261,"Auto Crash, Kogi",2023-06-05,2023-06-05,4
IBD027245,"Banditry, Sokoto",2023-06-05,2023-06-05,18
IBD027263,"Banditry, Niger",2023-06-05,2023-06-05,1
IBD027260,"Piracy, Rivers (Offshore)",2023-06-05,2023-06-05,1
IBD027243,"Army vs IPOB/ESN, Anambra",2023-06-04,2023-06-04,5
IBD027251,"Policemen vs Cultist, Rivers",2023-06-04,2023-06-04,3
IBD027247,"Bandits Kill 2, Kaduna",2023-06-04,2023-06-04,2
IBD027249,"Gunmen Attack, Plateau",2023-06-04,2023-06-04,14
IBD027255,"Communal Clash, Taraba",2023-06-04,2023-06-04,30
IBD027242,"Army vs IPOB/ESN, Imo",2023-06-04,2023-06-04,5
IBD027246,"Land Dispute, Osun",2023-06-04,2023-06-04,1
IBD027253,"Assailants vs Security Guard, Ekiti",2023-06-03,2023-06-03,1
IBD027308,"Kidnappers vs Chief, Nasarawa",2023-06-03,2023-06-03,1
IBD027254,"Domestic Issue, Kogi",2023-06-03,2023-06-03,1
IBD027231,"Gunmen Kill Over 25, Benue",2023-06-03,2023-06-03,30
IBD027252,"ISWAP vs Army, Borno",2023-06-03,2023-06-03,2
IBD027250,"Armed Robbers vs Student, Lagos",2023-06-03,2023-06-03,1
IBD027239,"Banditry, Sokoto",2023-06-03,2023-06-03,41
IBD027259,"Failed Abortion, Benue",2023-06-03,2023-06-03,1
IBD027237,"Auto Crash, Oyo",2023-06-03,2023-06-03,1
IBD027233,"Banditry, Zamfara",2023-06-03,2023-06-03,35
IBD027445,"Kidnappers vs Student, Enugu",2023-06-02,2023-06-02,1
IBD027241,"Auto Crash, Kwara",2023-06-02,2023-06-02,4
IBD027264,"Jail Escapee vs Man, Imo",2023-06-02,2023-06-02,2
IBD027238,"Auto Crash, Kano",2023-06-02,2023-06-02,18
IBD027235,"Labourer Dies, Lagos",2023-06-02,2023-06-02,1
IBD027232,"ISWAP Fighers Drown, Borno",2023-06-02,2023-06-03,82
IBD027244,"Cultism, Delta",2023-06-02,2023-06-02,1
IBD027400,"Gunmen vs Community, Imo",2023-06-02,2023-06-12,35
IBD027229,"Police vs Cultists, Rivers",2023-06-02,2023-06-02,5
IBD029160,"Auto Crash, Lagos",2023-06-01,2023-06-01,1
IBD029514,"Father Kill Son, Akwa Ibom",2023-06-01,2023-06-01,1
IBD027236,"Boy Drowns, Kano",2023-06-01,2023-06-01,1
IBD027475,"Fire Incidents, Kano",2023-06-01,2023-06-30,9
IBD027230,"Assailants vs Woman, Ondo",2023-06-01,2023-06-01,1
IBD027280,"Army vs ISWAP, Borno",2023-05-31,2023-06-04,11
IBD027222,"Police Kill Suspected Cultist, Rivers",2023-05-31,2023-05-31,1
IBD027219,"Cult Killing, Rivers",2023-05-31,2023-05-31,5
IBD027220,"Police vs Kidnappers, Delta",2023-05-31,2023-05-31,2
IBD027223,"Auto Crash, Bauchi",2023-05-31,2023-05-31,8
IBD027217,"Cultist Killing, Rivers",2023-05-31,2023-05-31,1
IBD027221,"Kidnappers Kill 2, Ogun",2023-05-31,2023-05-31,2
IBD027225,"Kidnap Victim, Kaduna",2023-05-30,2023-05-30,1
IBD027218,"Banditry, Kaduna",2023-05-30,2023-05-30,1
IBD027212,"Park Manager vs Police, Oyo",2023-05-30,2023-05-30,1
IBD027211,"Banditry, Zamfara",2023-05-30,2023-05-30,35
IBD027215,"Security Operative vs Protesters, Bayelsa",2023-05-30,2023-05-30,1
IBD027661,"Man vs Brother, Lagos",2023-05-29,2023-05-29,1
IBD027191,"Auto Crash, Ebonyi",2023-05-29,2023-05-29,4
IBD027203,"Student vs Host Community, Ogun",2023-05-29,2023-05-28,1
IBD027209,"Hoodlums vs Community, Rivers",2023-05-29,2023-05-29,5
IBD027214,"IPOB Sit-At-Home, Imo",2023-05-29,2023-05-29,1
IBD027188,"Gunmen Attack, Abia",2023-05-29,2023-05-29,1
IBD027226,"Vigilante Kills Man, Kano",2023-05-29,2023-05-29,1
IBD027216,"Thunder Strike, Katsina",2023-05-29,2023-05-29,1
IBD027224,"Police vs Bandits, Katsina",2023-05-29,2023-05-29,2
IBD027298,"Kidnappers vs Lovers, Delta",2023-05-29,2023-05-29,2
IBD027576,"Cult Killing, Anambra",2023-05-29,2023-05-29,5
IBD028076,"Motorcyclist, Delta",2023-05-29,2023-05-29,1
IBD027207,"Explosion , Nasarawa",2023-05-28,2023-05-28,2
IBD027192,"Oracle Custodian Killed, Ondo",2023-05-28,2023-05-28,1
IBD027202,"Auto Crash, Lagos",2023-05-28,2023-05-28,1
IBD027193,"Undergraduate, Enugu",2023-05-28,2023-05-28,1
IBD027432,"Vigilante vs Tricycle Rider, Anambra",2023-05-28,2023-05-28,1
IBD027197,"Woman Dies, Kogi",2023-05-28,2023-05-28,1
IBD027194,"Assailants vs Teenager, Lagos",2023-05-28,2023-05-28,1
IBD027195,"Police vs Boy, Lagos",2023-05-28,2023-05-28,1
IBD027199,"Boko Haram vs Troops, Borno",2023-05-28,2023-05-28,3
IBD027205,"Gunmen Kill Former DG, Kaduna",2023-05-27,2023-05-27,1
IBD027190,"Auto Crash, Ogun",2023-05-27,2023-05-27,4
IBD027204,"Auto Crash, Kogi",2023-05-27,2023-05-27,5
IBD027228,"Army vs ISWAP, Borno",2023-05-27,2023-06-03,26
IBD027198,"Army vs Bandits' Informant, Kaduna",2023-05-27,2023-05-27,1
IBD027269,"Woman vs Baby, Imo",2023-05-27,2023-05-27,1
IBD027187,"Gunmen vs Traditional Rulers, Imo",2023-05-26,2023-05-26,2
IBD027196,"Auto Crash, Kogi",2023-05-26,2023-05-26,3
IBD027208,"Hoodlums Attack, Kano",2023-05-26,2023-05-26,6
IBD027185,"Gunmen Attack, Kogi",2023-05-25,2023-05-25,40
IBD027186,"Auto Crash, Kogi",2023-05-25,2023-05-25,5
IBD027262,"Man vs Friend, Lagos",2023-05-25,2023-05-25,1
IBD027181,"Auto Crash, Ogun",2023-05-24,2023-05-24,2
IBD027179,"Auto Crash, Ogun",2023-05-24,2023-05-24,2
IBD027206,"Gunmen Kill 22 Farmers, Zamfara",2023-05-24,2023-05-24,22
IBD027189,"Hoodlums vs Medical Trainee, Ebonyi",2023-05-24,2023-05-24,1
IBD027184,"Gunmen vs Man, Abia",2023-05-24,2023-05-24,1
IBD027182,"Gunmen vs Pastor, Plateau",2023-05-24,2023-05-24,1
IBD027213,"Mob vs Man, Lagos",2023-05-24,2023-05-24,1
IBD027282,"Man vs Wife, Edo",2023-05-24,2023-05-24,1
IBD027183,"Gunmen Attack, Plateau",2023-05-24,2023-05-24,2
IBD027180,"Cult Clash, Delta",2023-05-23,2023-05-23,2
IBD027172,"Police vs Kidnappers, Benue",2023-05-23,2023-05-23,1
IBD027178,"Siblings Found Dead, Lagos",2023-05-23,2023-05-23,3
IBD027169,"Auto Crash, Ogun",2023-05-23,2023-05-23,2
IBD027175,"Policemen vs Gunmen, Ebonyi",2023-05-23,2023-05-23,5
IBD027201,"Cult Attack/Communal Clash, Cross River",2023-05-22,2023-05-22,8
IBD027170,"Gunmen vs Police, Ebonyi",2023-05-22,2023-05-22,1
IBD027171,"Building Demolition, Kaduna",2023-05-22,2023-05-22,1
IBD027176,"Auto Crash, Niger",2023-05-22,2023-05-22,6
IBD027168,"Hospital Negligence, Edo",2023-05-22,2023-05-22,1
IBD027159,"Gunmen Kill 2, Imo",2023-05-22,2023-05-22,2
IBD027155,"Gunmen Attack, Benue",2023-05-22,2023-05-22,17
IBD027156,"Cult Killing, Lagos",2023-05-22,2023-05-22,1
IBD027151,"Herdsmen vs Farmer, Plateau",2023-05-21,2023-05-21,1
IBD027144,"Communal Clash, Taraba",2023-05-21,2023-05-21,15
IBD027154,"Gunmen vs Vigilante, Delta",2023-05-21,2023-05-21,2
IBD027173,"Bandit Informants, Kaduna",2023-05-21,2023-05-21,7
IBD027265,"Herdsmen vs Marketers, Benue",2023-05-21,2023-05-21,18
IBD027149,"Auto Crash, Kogi",2023-05-21,2023-05-21,25
IBD027165,"Gunmen Attack, Plateau",2023-05-21,2023-05-21,4
IBD027800,"Man vs Lover, Abia",2023-05-21,2023-05-21,1
IBD027174,"Auto Crash, Nasarawa",2023-05-20,2023-05-20,1
IBD027143,"Auto Crash, Anambra",2023-05-20,2023-05-20,1
IBD027152,"Bandits Attack, Kaduna",2023-05-20,2023-05-20,9
IBD027161,"Kidnap Victim, Niger",2023-05-20,2023-05-20,1
IBD027162,"Gunmen Attack, Kwara",2023-05-20,2023-05-20,1
IBD027141,"Police vs Kidnappers, Rivers",2023-05-20,2023-05-20,2
IBD027157,"Gunmen Kill 1, Kwara",2023-05-20,2023-05-20,1
IBD027164,"Banditry, Kaduna",2023-05-20,2023-05-20,2
IBD027136,"Boy vs Parents, Jigawa",2023-05-20,2023-05-20,2
IBD027135,"Rape Victim, Ondo",2023-05-20,2023-05-20,1
IBD027146,"Gas Explosion, Sokoto",2023-05-20,2023-05-20,5
IBD027160,"Fulani Herdsmen Attack, Benue",2023-05-20,2023-05-20,6
IBD027288,"Hunter vs Kinsman, Ebonyi",2023-05-20,2023-05-20,1
IBD027147,"Electrocution, Lagos",2023-05-20,2023-05-20,2
IBD027140,"Gunmen vs Policemenm, Imo",2023-05-20,2023-05-20,2
IBD027138,"Auto Crash, Osun",2023-05-20,2023-05-20,12
IBD027145,"Man Dies, Kwara",2023-05-19,2023-05-19,1
IBD027142,"Gunmen vs Policeman, Delta",2023-05-19,2023-05-19,2
IBD027148,"Herder vs Farmer, FCT (Abuja)",2023-05-18,2023-05-18,1
IBD027133,"Gunmen vs Vigilante Groups, Anambra",2023-05-18,2023-05-18,7
IBD027158,"Troops Kill Bandit's Informant, Kaduna",2023-05-18,2023-05-18,1
IBD027177,"Girl Dead, Akwa Ibom",2023-05-18,2023-05-18,1
IBD027776,"Kidnap Victim, Benue",2023-05-18,2023-05-18,1
IBD027139,"Gunmen vs Brothers, Abia",2023-05-17,2023-05-17,2
IBD027125,"Auto Crash, Bauchi",2023-05-17,2023-05-17,7
IBD027240,"One Killed, Niger",2023-05-17,2023-05-17,1
IBD027167,"Attempted Rape Victim, Ondo, Ondo",2023-05-17,2023-05-17,1
IBD027124,"Auto Crash, Kwara",2023-05-16,2023-05-16,1
IBD027122,"Woman Found Dead, Kogi",2023-05-16,2023-05-16,1
IBD027121,"Auto Crash, Ogun",2023-05-16,2023-05-16,1
IBD027114,"Gunmen vs US Mission Officials, Anambra",2023-05-16,2023-05-16,7
IBD027137,"Gunmen vs Driver, Rivers",2023-05-16,2023-05-16,1
IBD027120,"Kidnappers Kill One, Kwara",2023-05-16,2023-05-16,1
IBD027111,"Gunmen Attack, Plateau",2023-05-16,2023-05-17,122
IBD027112,"Gunmen Attack, Benue",2023-05-16,2023-05-16,6
IBD027131,"Gunmen Attack, Nasarawa",2023-05-16,2023-05-16,4
IBD027118,"Domestic Violence/Ritual, Cross River",2023-05-15,2023-05-15,1
IBD027109,"Boko Haram Suicide Bomber, Kaduna",2023-05-15,2023-05-15,1
IBD027102,"ISWAP vs Army, Borno",2023-05-14,2023-05-14,3
IBD027119,"Woman vs Brother In-law, Lagos",2023-05-14,2023-05-14,1
IBD027103,"Amotekun vs Boy, Ondo",2023-05-14,2023-05-14,1
IBD027106,"Terrorists Attack, Zamfara",2023-05-14,2023-05-14,18
IBD027163,"Ritual Killing, Benue",2023-05-14,2023-05-14,1
IBD027126,"Assassination, Anambra",2023-05-14,2023-05-14,1
IBD027284,"Flooding, Lagos",2023-05-14,2023-05-14,1
IBD027327,"Robbers vs Man, Oyo",2023-05-14,2023-05-14,1
IBD027098,"Nollywood Actor, Lagos",2023-05-14,2023-05-14,1
IBD027099,"Auto Crash, Ondo",2023-05-13,2023-05-13,1
IBD027104,"Domestic Violence, Kogi",2023-05-13,2023-05-13,1
IBD027096,"Bank Officials vs Debtor, Ogun",2023-05-13,2023-05-13,1
IBD027097,"Herdsmen Attack, Nasarawa",2023-05-13,2023-05-13,39
IBD027101,"Drown, Akwa Ibom",2023-05-13,2023-05-13,1
IBD027113,"Gunmen Attack, Benue",2023-05-13,2023-05-13,5
IBD027110,"Man Dies, FCT (Abuja)",2023-05-13,2023-05-13,1
IBD027100,"Auto Crash, Bauchi",2023-05-13,2023-05-13,3
IBD027095,"Domestic Violence, Rivers",2023-05-13,2023-05-13,1
IBD027088,"Teenager vs Neighbour, FCT (Abuja)",2023-05-12,2023-05-12,1
IBD027090,"Communal Clash, Taraba",2023-05-12,2023-05-12,17
IBD027123,"Gunmen vs Police, Rivers",2023-05-12,2023-05-12,1
IBD027108,"Kidnappers vs Colleague, Kano",2023-05-12,2023-05-12,1
IBD027092,"Banditry, Niger",2023-05-12,2023-05-12,30
IBD027089,"Gunmen Kill Policeman, Rivers",2023-05-12,2023-05-12,2
IBD027086,"Fulani Herdsmen Attack, Kaduna",2023-05-12,2023-05-12,2
IBD027083,"Robbers vs Policeman, Oyo",2023-05-12,2023-05-12,2
IBD027087,"Communal Clash, Akwa Ibom",2023-05-12,2023-05-12,4
IBD027107,"Robbers vs Vigilante, Kwara",2023-05-12,2023-05-12,1
IBD027091,"Man vs Neighbour, Rivers",2023-05-12,2023-05-12,1
IBD027150,"Motorcyclist Killed, Osun",2023-05-12,2023-05-12,1
IBD027072,"Amotekun vs Traders, Ekiti",2023-05-11,2023-05-11,1
IBD027081,"ISWAP Attack, Borno",2023-05-11,2023-05-11,1
IBD027079,"Police vs Gunmen, Anambra",2023-05-11,2023-05-11,2
IBD027085,"Fulani Gunmen Kill 9, Kaduna",2023-05-11,2023-05-11,9
IBD027153,"Vigilantes vs Herders, Oyo",2023-05-11,2023-05-11,11
IBD027077,"Army vs ISWAP, Borno",2023-05-11,2023-05-11,43
IBD027130,"Army vs Bandits, Plateau",2023-05-11,2023-05-11,2
IBD027073,"One Found Dead, Lagos",2023-05-11,2023-05-11,1
IBD027084,"Auto Crash, Bauchi",2023-05-11,2023-05-11,8
IBD027527,"Organ Harvest, Imo",2023-05-10,2023-05-10,1
IBD027070,"Police vs IPOB, Anambra",2023-05-10,2023-05-10,5
IBD027080,"Hunters vs Bandit, Kebbi",2023-05-10,2023-05-10,10
IBD027078,"Bandits Kill Vigilant, Niger",2023-05-10,2023-05-10,1
IBD027076,"Bandits Attack, Zamfara",2023-05-10,2023-05-10,4
IBD027057,"Auto Crash, Anambra",2023-05-09,2023-05-09,1
IBD027063,"Cult Clash, Ondo",2023-05-09,2023-05-09,3
IBD027065,"Herdsmen Attack, Benue",2023-05-09,2023-05-09,6
IBD027074,"Guard vs Boss, Rivers",2023-05-09,2023-05-09,1
IBD027052,"Herdsmen Kill 3, Benue",2023-05-09,2023-05-09,3
IBD027055,"Fulani Militia, Kaduna",2023-05-09,2023-05-09,1
IBD027129,"Army vs Bandits, Zamfara",2023-05-09,2023-05-09,2
IBD027068,"Kidnappers vs Victim, Ondo",2023-05-09,2023-05-09,1
IBD027050,"Boat Mishap, Sokoto",2023-05-09,2023-05-09,15
IBD027071,"Gunmen vs APC Chieftain, Imo",2023-05-09,2023-05-09,1
IBD027053,"Mob vs Armed Robbers, Oyo",2023-05-09,2023-05-09,2
IBD027082,"Troops vs ISWAP, Borno",2023-05-09,2023-05-09,10
IBD027058,"Food Poisoning, Kano",2023-05-08,2023-05-08,7
IBD027048,"Drug Abuse, Bayelsa",2023-05-08,2023-05-08,1
IBD027067,"Gunmen Attack, Plateau",2023-05-08,2023-05-08,6
IBD027061,"Auto Crash, Niger",2023-05-08,2023-05-08,3
IBD027043,"Auto Crash, Ondo",2023-05-08,2023-05-08,1
IBD027060,"Domestic Violence/Ritual Killing, Lagos",2023-05-08,2023-05-08,1
IBD027062,"Gunmen Attack, Plateau",2023-05-08,2023-05-08,2
IBD027066,"Kidnappers vs Landlord, Ondo",2023-05-08,2023-05-08,1
IBD027059,"Communal Clash, Niger",2023-05-08,2023-05-08,1
IBD027034,"Auto Crash, Lagos",2023-05-07,2023-05-07,1
IBD027051,"Security Operatives vs Armed Robbers, Anambra",2023-05-07,2023-05-07,3
IBD027046,"Boat Capsized, Zamafara",2023-05-07,2023-05-07,8
IBD027047,"Cult Clash, Akwa Ibom",2023-05-07,2023-05-09,16
IBD027042,"Found Dead, Ondo",2023-05-07,2023-05-07,1
IBD027033,"Police vs Kidnappers, FCT (Abuja)",2023-05-07,2023-05-07,1
IBD027041,"Police vs Bandits, Kaduna",2023-05-07,2023-05-07,1
IBD027115,"EFCC Operative vs Colleagues, Sokoto",2023-05-07,2023-05-07,1
IBD027032,"Herdsmen Kill 1, Benue",2023-05-06,2023-05-06,1
IBD027026,"Boy kills Friend, Bayelsa",2023-05-06,2023-05-06,1
IBD027127,"Army vs Bandits, Zamfara",2023-05-06,2023-05-06,2
IBD027045,"Gunman vs Youth, Delta",2023-05-06,2023-05-06,1
IBD027037,"Gunmen Attack, Taraba",2023-05-06,2023-05-06,1
IBD027029,"Cult Crash, Rivers",2023-05-06,2023-05-06,3
IBD027035,"Auto Crash, Ogun",2023-05-06,2023-05-06,3
IBD027031,"Herdsmen Kill 5, Benue",2023-05-05,2023-05-05,6
IBD027049,"Auto Crash, Lagos",2023-05-05,2023-05-05,1
IBD027039,"Domestic Violence, Kano",2023-05-05,2023-05-05,1
IBD029825,"Gunmen Attack, Kaduna",2023-05-05,2023-05-05,1
IBD027038,"Gas Explosion, Delta",2023-05-05,2023-05-07,2
IBD027030,"Man vs Wife, Adamawa",2023-05-04,2023-05-04,1
IBD027056,"Police vs Bandits, Zamfara",2023-05-04,2023-05-04,3
IBD027006,"Gunmen vs Policemen, Anambra",2023-05-04,2023-05-04,3
IBD027000,"Gunmen Attack, Benue",2023-05-04,2023-05-04,10
IBD027021,"Police vs Assailants, Benue",2023-05-04,2023-05-04,1
IBD027014,"Mob vs Suspected Robbers, Oyo",2023-05-04,2023-05-04,2
IBD027023,"Domestic Violence, Kano",2023-05-04,2023-05-04,1
IBD027009,"Police vs Kidnappers, Delta",2023-05-04,2023-05-04,1
IBD027013,"Auto Crash, Anambra",2023-05-03,2023-05-03,1
IBD026998,"Communal Crisis, Delta",2023-05-03,2023-05-03,1
IBD026997,"Auto Crash, Kaduna",2023-05-03,2023-05-03,1
IBD027004,"Fulani Herdsmen Attack, Osun",2023-05-03,2023-05-03,3
IBD027040,"Police vs kidnapper, Benue",2023-05-03,2023-05-03,1
IBD026993,"Gunmen vs Youths, Plateau",2023-05-03,2023-05-03,3
IBD026994,"Residents vs Robbers, Anambra",2023-05-03,2023-05-03,1
IBD027002,"Domestic Violence, Kano",2023-05-03,2023-05-03,1
IBD027005,"Cult Attack, Rivers",2023-05-03,2023-05-03,1
IBD027024,"Cult Clash, Ogun",2023-05-02,2023-05-06,4
IBD027022,"Bandits vs Soldiers, Niger",2023-05-02,2023-05-02,24
IBD026995,"Gang Kills Policeman, Abia",2023-05-02,2023-05-02,1
IBD026991,"NSCDC Operatives vs Man, Niger",2023-05-02,2023-05-02,1
IBD027001,"Robbery Suspect, Bayelsa",2023-05-02,2023-05-02,1
IBD027028,"Auto Crash, Lagos",2023-05-02,2023-05-02,1
IBD026996,"Gunmen vs Vigilantes, Abia",2023-05-02,2023-05-02,3
IBD026980,"Auto Crash, Ekiti",2023-05-02,2023-05-02,4
IBD027012,"Vandal, Imo",2023-05-02,2023-05-02,1
IBD027027,"Domestic Violence, FCT (Abuja)",2023-05-02,2023-05-02,1
IBD027008,"Vigilantes vs Kidnappers, Taraba",2023-05-02,2023-05-02,4
IBD026989,"Kidnappers vs Driver, Nasarawa",2023-05-01,2023-05-01,1
IBD026981,"Auto Crash, Bauchi",2023-05-01,2023-05-01,1
IBD027011,"Man Drowns, Lagos",2023-05-01,2023-05-01,1
IBD027234,"Electrocution, Niger",2023-05-01,2023-05-01,1
IBD026990,"Gunmen Kill 2, Benue",2023-05-01,2023-05-01,2
IBD026985,"Bandits Attack, Kaduna",2023-05-01,2023-05-01,2
IBD026970,"Assailants vs Herders, Plateau",2023-04-30,2023-04-30,2
IBD026972,"Banditry, Zamfara",2023-04-30,2023-04-30,3
IBD026974,"Kidnappers Kill Man, Kogi",2023-04-30,2023-04-30,1
IBD026988,"Police vs Kidnappers, Adamawa",2023-04-30,2023-04-30,2
IBD026971,"Banditry, Kebbi",2023-04-30,2023-04-30,38
IBD026965,"Army vs Bandits, Zamfara",2023-04-30,2023-04-30,3
IBD026982,"Police vs Kidnapper, Delta",2023-04-30,2023-04-30,2
IBD027069,"Ritual Killing, Ogun",2023-04-30,2023-04-30,1
IBD026966,"Auto Crash, Kogi",2023-04-30,2023-04-30,2
IBD026969,"Auto Crash, Ogun",2023-04-30,2023-04-30,3
IBD026973,"Army vs Terrorists, Borno",2023-04-29,2023-04-29,47
IBD026967,"Banditry, Niger",2023-04-29,2023-04-30,20
IBD026979,"Assailant vs Man, Lagos",2023-04-29,2023-04-29,1
IBD026984,"OPC Members vs Women, Ondo",2023-04-29,2023-04-29,1
IBD026977,"Gunmen vs Army, Nasarawa",2023-04-29,2023-04-29,1
IBD026959,"Auto Crash, Osun",2023-04-28,2023-04-28,16
IBD026962,"Auto Crash, Bayelsa",2023-04-28,2023-04-28,5
IBD026963,"Man Found Dead, Oyo",2023-04-28,2023-04-28,1
IBD026983,"Gas Explosion, Lagos",2023-04-28,2023-04-28,2
IBD026961,"One Killed, Jigawa",2023-04-28,2023-04-28,1
IBD026960,"Banditry, Zamfara",2023-04-28,2023-04-28,2
IBD026956,"Police vs Kidnappers, Katsina",2023-04-28,2023-04-28,2
IBD026950,"Auto Crash, Bauchi",2023-04-27,2023-04-27,14
IBD026948,"Man Drowns, Kano",2023-04-27,2023-04-27,1
IBD026964,"Policeman Found Dead, Delta",2023-04-27,2023-04-27,1
IBD026951,"Cult Clash, Rivers",2023-04-27,2023-04-27,3
IBD026999,"Decomposed Corp, Kwara",2023-04-27,2023-04-27,2
IBD026947,"Auto Crash, Plateau",2023-04-27,2023-04-27,18
IBD027003,"Cultism, Osun",2023-04-27,2023-04-27,1
IBD026949,"Miners Die, Bauchi",2023-04-26,2023-04-26,2
IBD026976,"Gunmen vs Community Leader, Imo",2023-04-26,2023-04-26,1
IBD026955,"Cult Killing, Lagos",2023-04-26,2023-04-26,1
IBD026952,"Cult Clash, Ogun",2023-04-26,2023-04-26,2
IBD026953,"Auto Crash, Ondo",2023-04-26,2023-04-26,3
IBD026916,"Policeman vs Yahoo Boys, Oyo",2023-04-25,2023-04-25,1
IBD026934,"Poisoned Stream, Enugu",2023-04-25,2023-04-25,2
IBD026944,"Army vs Bandits, Zamfara",2023-04-25,2023-04-25,5
IBD026939,"Communal Clash, Nasarawa",2023-04-25,2023-04-25,3
IBD026941,"Assailants vs Miners, Plateau",2023-04-25,2023-04-25,6
IBD026933,"Gunmen Attack, Benue",2023-04-25,2023-04-25,15
IBD026946,"Auto Crash, Bauchi",2023-04-25,2023-04-25,1
IBD026912,"Auto Crash, Bauchi",2023-04-24,2023-04-24,5
IBD026945,"Auto Crash, Bauchi",2023-04-24,2023-04-24,1
IBD026940,"Undergraduate Drowns, Bayelsa",2023-04-24,2023-04-24,1
IBD026927,"Gunmen vs Soldier, Taraba",2023-04-24,2023-04-24,1
IBD026919,"NURTW Clash, Ondo",2023-04-24,2023-04-24,2
IBD026907,"Auto Crash, Lagos",2023-04-24,2023-04-24,1
IBD026924,"Cultists Kill Cyclist, Kwara",2023-04-24,2023-04-24,2
IBD027094,"Extrajudicial Killing, Ogun",2023-04-24,2023-04-24,2
IBD026936,"Auto Crash, Kebbi",2023-04-24,2023-04-24,4
IBD026930,"Extra-Judicial Killing, Kogi",2023-04-24,2023-04-24,1
IBD026908,"Youths Clash, Abuja (FCT)",2023-04-24,2023-04-24,3
IBD026917,"Bandits Kill 2, Plateau",2023-04-24,2023-04-24,3
IBD026911,"Gunmen Kill 5, Plateau",2023-04-23,2023-04-23,4
IBD026905,"Witchcraft, Benue",2023-04-23,2023-04-23,3
IBD026918,"Mob vs Motorcycle Thief, Abuja (FCT)",2023-04-23,2023-04-23,1
IBD026909,"Gunmen Kill 7, Plateau",2023-04-23,2023-04-23,5
IBD026923,"Herdsmen Attack, Ondo",2023-04-23,2023-04-23,1
IBD026893,"Auto Crash, Ogun",2023-04-23,2023-04-23,7
IBD026992,"Police Kill Gang Leader, Abia",2023-04-23,2023-04-23,1
IBD026931,"Police vs Kidnappers, Ebonyi",2023-04-23,2023-04-23,1
IBD026884,"Herdsmen Attack, Nasarawa",2023-04-23,2023-04-29,11
IBD026926,"Cult Killing, Rivers",2023-04-23,2023-04-23,1
IBD026914,"Auto Crash, Kaduna",2023-04-23,2023-04-23,3
IBD026906,"Boat Mishap, Kano",2023-04-22,2023-04-22,5
IBD026883,"Mob vs Cultist, Imo",2023-04-22,2023-04-22,2
IBD026942,"Assailants vs Governorship Candidate, Enugu",2023-04-22,2023-04-22,1
IBD026902,"Herdsmen Attack, Benue",2023-04-22,2023-04-22,4
IBD026935,"Youths Clash, Niger",2023-04-22,2023-04-22,1
IBD026913,"Man Dies Over Parking Space, Lagos",2023-04-22,2023-04-22,1
IBD026922,"ISWAP vs Army, Borno",2023-04-22,2023-04-22,1
IBD026894,"Army vs Terrorists, Zamfara",2023-04-22,2023-04-22,7
IBD026886,"Gunmen vs Policemen, Imo",2023-04-21,2023-04-21,7
IBD026910,"House Owner vs Man, Kogi",2023-04-21,2023-04-21,1
IBD026891,"Sallah Auto Crash, Kwara",2023-04-21,2023-04-21,1
IBD026943,"Land Dispute, Niger",2023-04-21,2023-04-21,8
IBD027015,"Army vs Terrorists, Kebbi",2023-04-21,2023-04-25,2
IBD027018,"Army vs Terrorists, Zamfara",2023-04-21,2023-04-25,2
IBD027025,"Cult Killing, Lagos",2023-04-21,2023-04-21,1
IBD026957,"Domestic Violence, Oyo",2023-04-21,2023-04-21,1
